                                                                     
                                                                     
                                                                     
                                             
3384,238,252
3901,214,532
4215,209,320
5053,174,824
5550,163,494
6086,151,542
6402,148,326
6818,142,418
7096,142,264
7351,142,252
7587,142,252
8685,125,1100
9363,116,662
9880,123,530
10336,125,450
10613,132,272
10852,134,252
11129,139,278
11387,139,252
11644,139,262
12002,136,348
12318,165,322
12834,172,522
13151,183,314
13409,195,252
13646,196,252
13925,195,276
14443,181,516
14960,167,518
15379,160,418
15756,159,372
16273,151,524
16589,160,314
16846,162,252
17104,162,252
17362,161,272
17619,162,252
17876,174,260
18134,189,252
18392,198,270
18910,189,516
19227,203,310
19485,208,252
19723,208,252
20000,206,278
20258,207,252
20516,206,264
21035,189,516
21552,175,518
22070,163,518
22387,172,310
22644,175,252
23102,165,476
35212,82,728
35649,85,436
42171,127,472
42449,132,284
42706,139,252
43965,117,1264
44725,111,758
45242,110,522
45760,109,518
46075,112,310
46333,117,252
46571,122,252
46850,127,280
47107,128,252
47365,128,262
47882,153,516
48399,163,522
48716,172,314
51196,110,2474
52736,90,1536
55155,67,2434
60798,35,1672
61796,37,1004
62494,39,686
63010,43,532
63327,47,320
64244,50,916
64799,56,550
65315,62,524
65632,73,314
65888,88,252
66145,112,252
66403,130,252
66640,144,252
66918,153,280
67175,156,252
67433,188,262
67949,190,516
68467,190,518
68984,179,518
69502,165,518
70020,154,518
70538,144,518
71056,136,518
71572,129,518
72090,121,518
72607,116,518
73124,115,518
73643,115,518
74161,115,518
74678,115,520
74994,120,314
75251,127,252
75507,135,252
75764,142,274
76281,142,516
76798,142,518
77316,142,518
77834,142,518
78351,142,518
78869,143,518
79387,136,518
79904,128,518
80422,121,518
80940,116,518
81458,115,518
81975,115,518
82293,120,310
82771,121,482
83068,127,290
83307,135,252
83823,135,516
84341,135,516
84938,133,590
85297,138,356
86916,110,1616
88416,93,1504
89574,82,1162
90511,77,944
91189,73,682
91606,72,410
100111,215,278
100348,218,252
100608,220,252
100945,215,342
102005,168,1058
104387,105,2386
112395,101,590
112753,105,362
113532,102,772
114051,103,524
114370,108,314
114627,116,252
114865,124,252
115143,132,280
115661,134,518
115981,143,310
116219,156,252
116478,161,252
116738,186,262
117257,186,518
117775,175,520
118294,163,518
118813,151,520
119292,145,468
119570,153,280
120089,145,528
120607,136,518
121126,129,520
121646,122,520
122165,122,518
122684,122,520
123203,122,518
123722,122,520
124241,120,520
124761,115,518
125279,115,520
125598,120,314
125857,127,252
126096,134,252
126374,142,278
126894,142,518
127412,142,520
127931,142,518
128449,142,522
128968,142,518
129486,142,520
130004,136,518
130523,128,520
131041,121,518
131560,115,520
132077,115,520
132596,115,518
133114,115,520
133634,115,520
134152,115,520
134670,115,518
135189,115,518
135708,115,518
136227,115,520
136747,115,518
137266,115,520
137785,115,520
138304,115,518
138824,115,520
139342,115,520
139863,115,518
140381,115,520
140920,115,530
141240,120,320
141478,126,252
141737,134,252
141997,142,262
142516,142,518
143034,142,518
143553,142,520
144072,142,518
144589,142,520
145108,142,520
145626,136,518
146145,128,520
146663,121,520
147181,115,520
147700,115,518
148217,115,520
148737,115,518
149256,115,520
149775,115,520
150294,115,518
150811,115,518
151330,115,520
151848,115,518
152368,115,520
152887,115,518
153406,115,520
153925,115,518
154443,115,520
154962,115,520
155481,115,518
156000,115,520
156518,115,518
156836,120,310
157075,127,252
157333,135,252
157591,143,264
158109,143,518
158627,143,520
159145,143,518
159665,143,520
160184,143,520
160703,143,518
161222,136,520
161741,128,520
162259,121,518
162779,115,520
163299,115,518
163817,115,520
164337,115,520
164855,115,518
165374,115,518
165894,115,520
166413,115,520
166932,115,520
167450,115,518
167970,115,518
168489,115,520
169007,115,518
169526,115,520
170043,115,518
170562,115,520
171080,115,520
171599,115,518
172119,115,520
172436,120,314
172695,127,252
172933,134,252
173212,142,278
173471,152,252
173729,162,266
174247,162,518
174767,162,520
175284,162,520
175803,162,520
176322,154,518
176840,144,520
177159,142,314
177417,142,252
177655,142,252
177935,142,278
178454,142,518
178972,142,520
179491,142,518
180011,142,520
180528,142,518
181047,142,520
181565,136,520
181883,134,314
182142,134,252
182380,134,252
182659,142,278
183178,142,518
183696,142,518
184215,142,520
184733,142,520
185052,150,314
185311,160,252
185650,159,340
185889,159,252
186407,149,516
186725,147,310
186963,158,252
187482,158,516
188001,158,518
188519,158,520
189038,150,520
189557,140,518
190076,135,520
190596,127,520
191115,127,518
191714,120,588
192053,117,352
220700,46,1278
221520,48,804
222039,51,532
222356,56,320
222614,62,252
222871,70,252
223128,79,268
223646,88,516
224164,99,518
224681,114,518
225200,133,518
225719,142,518
226238,143,518
226757,136,520
227276,128,520
227795,121,518
228315,115,520
228633,120,314
228892,127,252
229131,134,252
229408,142,278
229926,142,518
230445,142,520
230964,142,520
231483,142,518
232002,142,520
232520,142,518
233059,135,532
233576,127,528
234095,120,518
234612,115,520
235131,115,518
235651,115,520
236169,115,518
236688,115,520
237205,115,520
237724,115,520
238242,115,518
238761,115,520
239281,115,518
239800,115,520
240319,115,520
240838,115,518
241357,115,520
241875,115,518
242395,115,520
242913,115,518
243432,115,520
243951,115,518
244270,120,310
244508,127,252
244766,135,252
245025,143,252
245525,144,506
246064,143,538
246383,150,322
246642,161,252
246881,173,252
247159,186,276
247680,175,518
248198,163,518
248718,151,520
249236,142,520
249756,141,518
250274,142,520
250793,136,518
251313,128,520
251832,121,520
252351,115,520
252870,115,518
253389,115,520
253908,115,518
254426,115,520
254945,115,518
255462,115,520
255981,115,520
256499,115,518
257017,115,518
257537,115,520
258054,115,520
258573,115,518
258890,120,310
259128,127,252
259386,135,252
259644,143,264
260162,143,518
260681,143,518
261199,143,520
261718,143,518
262237,143,520
262755,143,520
263274,136,518
263793,128,520
264312,121,518
264852,115,532
265371,115,528
265889,115,518
266408,115,520
266926,115,518
267445,115,520
267963,115,518
268482,115,522
269001,115,518
269520,115,520
270040,115,518
270558,115,520
271077,115,520
271595,115,518
272114,115,520
272633,115,518
273152,115,520
273671,115,518
274188,115,518
274506,120,310
274746,127,252
275005,135,252
275263,143,264
275782,143,518
276301,143,518
276819,143,520
277339,143,520
277858,143,518
278377,143,520
278896,136,522
279415,128,516
279934,121,520
280454,115,518
280972,115,520
281491,115,518
282009,115,520
282528,115,520
283046,115,520
283566,115,518
284085,115,520
284605,115,518
285123,115,520
285643,115,518
286161,115,520
286681,115,520
287200,115,518
287718,115,518
288237,115,520
288755,115,520
289275,115,518
289795,115,520
290113,120,314
290372,127,252
290611,134,252
290890,142,278
291149,152,252
291407,162,266
291666,175,252
291926,189,266
292185,206,252
292444,226,266
292963,210,518
293482,192,520
294001,177,518
294520,165,520
295040,154,518
295559,144,522
296078,136,518
296615,128,532
297134,121,526
297653,115,518
298173,115,520
298691,115,520
299211,115,518
299729,115,520
300249,115,520
300768,115,518
301286,115,520
301805,115,520
302324,115,518
302842,115,520
303362,115,518
303959,113,598
304317,117,358
307318,238,252
307577,238,252
307836,237,266
308096,237,252
308354,236,266
308873,213,518
309392,194,518
309911,179,520
310430,166,520
310948,154,518
311468,144,518
311988,136,520
312506,128,518
313026,121,520
313544,115,520
314063,115,518
314583,115,520
315101,115,518
315620,115,520
316138,115,520
316657,115,518
317176,115,520
317694,115,518
318214,115,520
318731,115,520
319250,115,520
319768,115,518
320287,115,520
320806,115,518
321325,115,520
321844,115,520
322162,120,314
322421,127,252
322660,134,252
322938,142,278
323457,142,518
323976,142,518
324495,142,520
325014,142,518
325533,142,520
326051,142,520
326571,136,518
327089,128,520
327608,121,518
328126,115,520
328645,115,518
329164,115,520
329682,115,520
330202,115,518
330739,115,532
331258,115,528
331777,115,518
332296,115,522
332814,115,516
333333,115,520
333852,115,518
334371,115,520
334889,115,518
335408,115,520
335927,115,520
336446,115,520
336965,115,518
337484,115,520
337803,120,314
338061,127,252
338299,134,252
338577,142,280
339097,142,516
339615,142,520
340135,142,520
340654,142,518
341173,142,518
341692,142,520
342210,136,520
342729,128,518
343248,121,520
343768,115,518
344287,115,520
344805,115,518
345324,115,520
345841,115,518
346360,115,520
346877,115,520
347397,115,518
347916,115,520
348435,115,518
348954,115,520
349471,115,520
349990,115,520
350509,115,518
351028,115,520
351547,115,518
352065,115,520
352584,115,520
353102,115,518
353421,120,310
353659,127,252
353918,135,252
354177,143,262
354696,143,518
355215,143,520
355734,143,518
356252,143,520
356770,143,518
357289,143,520
357808,136,520
358327,128,518
358846,121,520
359365,115,518
359884,115,520
360204,120,314
360462,127,252
360980,126,532
361499,126,518
362018,126,520
362557,126,532
363075,126,526
363593,126,520
364112,126,518
364632,126,520
365151,120,522
365670,114,516
366189,115,520
366707,115,520
367226,115,520
367546,120,314
367805,127,252
368044,134,252
368322,142,276
368840,142,520
369359,142,518
369879,142,520
370398,142,518
370917,142,520
371436,142,520
371954,136,518
372473,128,518
372992,121,520
373511,115,520
374030,115,518
374549,115,520
375068,115,518
375587,115,520
376107,115,518
376627,115,520
377145,115,520
377665,115,518
378183,115,520
378702,115,518
379222,115,520
379739,115,518
380258,115,522
380775,115,518
381294,115,520
